atom_id,Clinical name,Attribute key,Readable label,Required value,Rule,Evidence role
nephrotic_syndrome,Nephrotic syndrome,otherwise_unexplained,otherwise unexplained,true,AL26_NEW_UNEXPLAINED_ORGAN,SUPPORT
nausea,nausea,recurrent,recurrent,true,QUALIFY_V11,SUPPORT
vomiting,vomiting,recurrent,recurrent,true,QUALIFY_V11,SUPPORT
sudoscan_reduced_esc,Reduced electrochemical skin conductance on SUDOSCAN,prior_known,prior known,true,QUALIFY_V19,SUPPORT
abnormal_cutaneous_silent_period,Abnormal cutaneous silent period,prior_known,prior known,true,QUALIFY_V20,SUPPORT
nerve_ultrasound_enlargement,Nerve ultrasound proximal enlargement,prior_known,prior known,true,QUALIFY_V22,SUPPORT
nerve_ultrasound_enlargement,Nerve ultrasound proximal enlargement,proximal_or_multifocal_enlargement,proximal or multifocal enlargement,true,QUALIFY_V22,SUPPORT
nerve_ultrasound_enlargement,Nerve ultrasound proximal enlargement,specialist_interpretation,specialist interpretation,true,QUALIFY_V22,SUPPORT
nerve_ultrasound_result,nerve ultrasound result,prior_known,prior known,true,QUALIFY_V22,SUPPORT
nerve_ultrasound_result,nerve ultrasound result,specialist_documented_attr_compatible_pattern,specialist documented attr compatible pattern,true,QUALIFY_V22,SUPPORT
mibg_cardiac_denervation,Cardiac sympathetic denervation on 123I-MIBG,prior_known,prior known,true,QUALIFY_V23,SUPPORT
cts_bilateral,Bilateral carpal tunnel syndrome,bilateral_or_recurrent_cts,bilateral or recurrent cts,true,QUALIFY_WT04,SUPPORT
cts_recurrent,Recurrent / revision carpal tunnel syndrome,bilateral_or_recurrent_cts,bilateral or recurrent cts,true,QUALIFY_WT04,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",distal_site,distal site,true,QUALIFY_WT04,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",spontaneous,spontaneous,true,QUALIFY_WT04,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",distal_site,distal site,true,QUALIFY_WT04,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",trivial_trauma,trivial trauma,true,QUALIFY_WT04,SUPPORT
lumbar_decompression,lumbar decompression,documented_stenosis_indication,documented stenosis indication,true,QUALIFY_WT04,SUPPORT
arthroplasty,Hip or knee joint replacement (arthroplasty),hip_or_knee,hip or knee,true,QUALIFY_WT04,SUPPORT
hypertrophic_cardiomyopathy,hypertrophic cardiomyopathy,documented_late_onset,documented late onset,true,QUALIFY_WT13,SUPPORT
hypertrophic_cardiomyopathy,hypertrophic cardiomyopathy,sarcomeric_explanation_assessed_inadequate,sarcomeric explanation assessed inadequate,true,QUALIFY_WT13,SUPPORT
asymmetric_septal_hypertrophy,asymmetric septal hypertrophy,documented_late_onset,documented late onset,true,QUALIFY_WT13,SUPPORT
asymmetric_septal_hypertrophy,asymmetric septal hypertrophy,sarcomeric_explanation_assessed_inadequate,sarcomeric explanation assessed inadequate,true,QUALIFY_WT13,SUPPORT
myocardial_contraction_fraction_result,myocardial contraction fraction result,reported_reduced,reported reduced,true,QUALIFY_WT17,SUPPORT
myocardial_contraction_fraction_result,myocardial contraction fraction result,method_recorded,method recorded,true,QUALIFY_WT17,SUPPORT
lvef_result,lvef result,preserved_or_mildly_reduced,preserved or mildly reduced,true,QUALIFY_WT17,CONTEXT
lvef_result,lvef result,same_imaging_study,same imaging study,true,QUALIFY_WT17,CONTEXT
blood_pressure_result,blood pressure result,documented_unexpected_fall,documented unexpected fall,true,QUALIFY_WT18,SUPPORT
blood_pressure_result,blood pressure result,prior_longstanding_hypertension,prior longstanding hypertension,true,QUALIFY_WT18,SUPPORT
hf_medication_intolerance,hf medication intolerance,new,new,true,QUALIFY_WT18,SUPPORT
hf_medication_intolerance,hf medication intolerance,hf_or_antihypertensive_therapy,hf or antihypertensive therapy,true,QUALIFY_WT18,SUPPORT
bnp_lvmi_ratio_result,bnp lvmi ratio result,valid_paired_bnp_lvmi,valid paired bnp lvmi,true,QUALIFY_WT19,SUPPORT
bnp_lvmi_ratio_result,bnp lvmi ratio result,assay_and_units_recorded,assay and units recorded,true,QUALIFY_WT19,SUPPORT
bnp_lvmi_ratio_result,bnp lvmi ratio result,independently_obtained,independently obtained,true,QUALIFY_WT19,SUPPORT
myocardial_bone_tracer_uptake,myocardial bone tracer uptake,confirmed_myocardial_localization,confirmed myocardial localization,true,QUALIFY_WT20,SUPPORT
myocardial_bone_tracer_uptake,myocardial bone tracer uptake,bone_avid_tracer,bone avid tracer,true,QUALIFY_WT20,SUPPORT
myocardial_bone_tracer_uptake,myocardial bone tracer uptake,documented_non_amyloid_indication,documented non amyloid indication,true,QUALIFY_WT20,SUPPORT
recorded_sex,recorded sex,value,value,"""MALE""",QUALIFY_WT23,SUPPORT
age_at_observation,age at observation,documented_older_adult,documented older adult,true,QUALIFY_WT23,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,axonal,axonal,true,QUALIFY_V03,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,otherwise_unexplained,otherwise unexplained,true,QUALIFY_V03,SUPPORT
hf_medication_intolerance,hf medication intolerance,progressive,progressive,true,QUALIFY_V31,SUPPORT
hf_medication_intolerance,hf medication intolerance,antihypertensive_therapy,antihypertensive therapy,true,QUALIFY_V31,SUPPORT
medication_dose_change,medication dose change,down_titration_for_intolerance,down titration for intolerance,true,QUALIFY_V31,SUPPORT
medication_dose_change,medication dose change,antihypertensive_therapy,antihypertensive therapy,true,QUALIFY_V31,SUPPORT
blood_pressure_result,blood pressure result,documented_fall,documented fall,true,QUALIFY_V31,CONTEXT
blood_pressure_result,blood pressure result,linked_treatment_interval,linked treatment interval,true,QUALIFY_V31,CONTEXT
urine_protein_result,urine protein result,abnormal,abnormal,true,QUALIFY_AA21,SUPPORT
nephrotic_range_proteinuria,Nephrotic-range proteinuria,abnormal,abnormal,true,QUALIFY_AA21,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,abnormal,abnormal,true,QUALIFY_AA21,SUPPORT
renal_dysfunction,renal dysfunction,abnormal,abnormal,true,QUALIFY_AA21,SUPPORT
creatinine_result,creatinine result,abnormal,abnormal,true,QUALIFY_AA21,SUPPORT
egfr_result,egfr result,abnormal,abnormal,true,QUALIFY_AA21,SUPPORT
renal_differential_assessment,renal differential assessment,common_causes_assessed,common causes assessed,true,QUALIFY_AA21,CONTEXT
renal_differential_assessment,renal differential assessment,common_causes_insufficient,common causes insufficient,true,QUALIFY_AA21,CONTEXT
renal_differential_assessment,renal differential assessment,linked_renal_findings,linked renal findings,true,QUALIFY_AA21,CONTEXT
thick_walls,Unexplained left-ventricular wall thickness / LVH,otherwise_unexplained,otherwise unexplained,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
thick_walls,Unexplained left-ventricular wall thickness / LVH,obtained_before_amyloid_suspicion,obtained before amyloid suspicion,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
restrictive_cardiomyopathy,restrictive cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
restrictive_cardiomyopathy,restrictive cardiomyopathy,obtained_before_amyloid_suspicion,obtained before amyloid suspicion,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
cardiomyopathy,cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
cardiomyopathy,cardiomyopathy,obtained_before_amyloid_suspicion,obtained before amyloid suspicion,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
voltage_mass_mismatch,Low ECG voltage relative to LV mass,integrated_discordance_or_pseudoinfarction,integrated discordance or pseudoinfarction,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
pseudo_infarct,Pseudo-infarction Q waves,integrated_discordance_or_pseudoinfarction,integrated discordance or pseudoinfarction,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
bnp_result,bnp result,elevated,elevated,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
bnp_result,bnp result,disproportionate_to_clinical_context,disproportionate to clinical context,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
ntprobnp_result,ntprobnp result,elevated,elevated,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
ntprobnp_result,ntprobnp result,disproportionate_to_clinical_context,disproportionate to clinical context,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
troponin_result,troponin result,elevated,elevated,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
troponin_result,troponin result,disproportionate_to_clinical_context,disproportionate to clinical context,true,QUALIFY_INTEGRATED_CARDIAC,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,progressive,progressive,true,QUALIFY_PROGRESSIVE_AXONAL_NEUROPATHY,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,axonal,axonal,true,QUALIFY_PROGRESSIVE_AXONAL_NEUROPATHY,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,otherwise_unexplained,otherwise unexplained,true,QUALIFY_PROGRESSIVE_AXONAL_NEUROPATHY,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,symmetric_sensorimotor_or_sensory_loss,symmetric sensorimotor or sensory loss,true,QUALIFY_PROGRESSIVE_AXONAL_NEUROPATHY,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,axonal,axonal,true,QUAL_PROGRESSIVE_AXONAL_NEUROPATHY,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,length_dependent,length dependent,true,QUAL_PROGRESSIVE_AXONAL_NEUROPATHY,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,progressive,progressive,true,QUAL_PROGRESSIVE_AXONAL_NEUROPATHY,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,sensorimotor,sensorimotor,true,QUAL_PROGRESSIVE_AXONAL_NEUROPATHY,SUPPORT
cidp,Chronic inflammatory demyelinating polyneuropathy,linked_immunotherapy_poor_response,linked immunotherapy poor response,true,QUAL_CIDP_LINKED_POOR_RESPONSE,SUPPORT
immunotherapy_exposure,immunotherapy exposure,linked_immunotherapy_poor_response,linked immunotherapy poor response,true,QUAL_CIDP_LINKED_POOR_RESPONSE,SUPPORT
treatment_response_assessment,treatment response assessment,linked_immunotherapy_poor_response,linked immunotherapy poor response,true,QUAL_CIDP_LINKED_POOR_RESPONSE,SUPPORT
microalbuminuria,Microalbuminuria / low-grade albuminuria,persistent,persistent,true,QUAL_PERSISTENT_ALBUMINURIA_PRIOR_CARRIER,SUPPORT
ttr_pathogenic_variant,Pathogenic or likely pathogenic TTR variant in the patient,pathogenic_or_likely_pathogenic,pathogenic or likely pathogenic,true,QUAL_PERSISTENT_ALBUMINURIA_PRIOR_CARRIER,CONTEXT
ttr_pathogenic_variant,Pathogenic or likely pathogenic TTR variant in the patient,prior_known,prior known,true,QUAL_PERSISTENT_ALBUMINURIA_PRIOR_CARRIER,CONTEXT
nfl_result,nfl result,carrier_or_neuropathy_monitoring_indication,carrier or neuropathy monitoring indication,true,QUAL_DOCUMENTED_NFL_RISE,SUPPORT
nfl_result,nfl result,documented_rise,documented rise,true,QUAL_DOCUMENTED_NFL_RISE,SUPPORT
nfl_result,nfl result,prior_known,prior known,true,QUAL_DOCUMENTED_NFL_RISE,SUPPORT
urine_protein_result,urine protein result,abnormal,abnormal,true,QUAL_PROTEINURIA_PERSISTENCE_AND_CHANGE,SUPPORT
urine_protein_result,urine protein result,new_or_progressive,new or progressive,true,QUAL_PROTEINURIA_PERSISTENCE_AND_CHANGE,SUPPORT
urine_protein_result,urine protein result,persistent,persistent,true,QUAL_PROTEINURIA_PERSISTENCE_AND_CHANGE,SUPPORT
other_serosal_effusion,other serosal effusion,otherwise_unexplained,otherwise unexplained,true,QUAL_RECURRENT_UNEXPLAINED_EFFUSION,SUPPORT
other_serosal_effusion,other serosal effusion,recurrent,recurrent,true,QUAL_RECURRENT_UNEXPLAINED_EFFUSION,SUPPORT
pericardial_effusion,Pericardial effusion,otherwise_unexplained,otherwise unexplained,true,QUAL_RECURRENT_UNEXPLAINED_EFFUSION,SUPPORT
pericardial_effusion,Pericardial effusion,recurrent,recurrent,true,QUAL_RECURRENT_UNEXPLAINED_EFFUSION,SUPPORT
inflammatory_control_assessment,inflammatory control assessment,delayed_fmf_diagnosis,delayed fmf diagnosis,true,QUAL_INADEQUATE_FMF_CONTROL,SUPPORT
inflammatory_control_assessment,inflammatory control assessment,documented_inadequate_fmf_control,documented inadequate fmf control,true,QUAL_INADEQUATE_FMF_CONTROL,SUPPORT
inflammatory_control_assessment,inflammatory control assessment,poor_colchicine_adherence,poor colchicine adherence,true,QUAL_INADEQUATE_FMF_CONTROL,SUPPORT
crp_result,crp result,elevated,elevated,true,QUAL_PERSISTENT_INFLAMMATORY_MARKERS,SUPPORT
crp_result,crp result,persistent_or_recurrent,persistent or recurrent,true,QUAL_PERSISTENT_INFLAMMATORY_MARKERS,SUPPORT
esr_result,esr result,elevated,elevated,true,QUAL_PERSISTENT_INFLAMMATORY_MARKERS,SUPPORT
esr_result,esr result,persistent_or_recurrent,persistent or recurrent,true,QUAL_PERSISTENT_INFLAMMATORY_MARKERS,SUPPORT
saa_result,saa result,elevated,elevated,true,QUAL_PERSISTENT_ROUTINE_SAA,SUPPORT
saa_result,saa result,persistent,persistent,true,QUAL_PERSISTENT_ROUTINE_SAA,SUPPORT
saa_result,saa result,routine_inflammatory_monitoring,routine inflammatory monitoring,true,QUAL_PERSISTENT_ROUTINE_SAA,SUPPORT
inflammatory_flare,inflammatory flare,linked_precursor_disease,linked precursor disease,true,QUAL_RECURRENT_FLARES_OR_POOR_CONTROL,SUPPORT
inflammatory_flare,inflammatory flare,recurrent_flares_or_persistent_poor_control,recurrent flares or persistent poor control,true,QUAL_RECURRENT_FLARES_OR_POOR_CONTROL,SUPPORT
inflammatory_control_assessment,inflammatory control assessment,linked_precursor_disease,linked precursor disease,true,QUAL_RECURRENT_FLARES_OR_POOR_CONTROL,SUPPORT
inflammatory_control_assessment,inflammatory control assessment,recurrent_flares_or_persistent_poor_control,recurrent flares or persistent poor control,true,QUAL_RECURRENT_FLARES_OR_POOR_CONTROL,SUPPORT
creatinine_result,creatinine result,documented_rise,documented rise,true,QUAL_RENAL_FUNCTION_DECLINE_OR_FAILURE,SUPPORT
egfr_result,egfr result,documented_fall,documented fall,true,QUAL_RENAL_FUNCTION_DECLINE_OR_FAILURE,SUPPORT
chronic_inflammatory_arthritis,Chronic inflammatory joint disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
fmf,Familial Mediterranean fever / periodic fever syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
autoinflammatory_syndrome,Other chronic autoinflammatory syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
ibd_inflammatory_driver,Inflammatory bowel disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
chronic_infection,Chronic or active infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
bronchiectasis,bronchiectasis,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
skin_soft_tissue_infection,skin soft tissue infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
abscess,abscess,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
chronic_wound,chronic wound,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
castleman_disease,castleman disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
renal_cell_carcinoma,renal cell carcinoma,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA25,SUPPORT
hfpef,Heart failure with preserved ejection fraction,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA25,SUPPORT
conduction_disease,"AV block, bundle-branch block, or sinus-node disease",otherwise_unexplained,otherwise unexplained,true,WB_AA_AA25,SUPPORT
fmf,Familial Mediterranean fever / periodic fever syndrome,established_diagnosis,established diagnosis,true,WB_AA_AA26,SUPPORT
urine_protein_result,urine protein result,abnormal,abnormal,true,WB_AA_AA26,SUPPORT
renal_differential_assessment,renal differential assessment,alternative_renal_cause_possible,alternative renal cause possible,true,WB_AA_AA26,CONTEXT
chronic_inflammatory_arthritis,Chronic inflammatory joint disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
fmf,Familial Mediterranean fever / periodic fever syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
autoinflammatory_syndrome,Other chronic autoinflammatory syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
ibd_inflammatory_driver,Inflammatory bowel disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
chronic_infection,Chronic or active infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
bronchiectasis,bronchiectasis,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
skin_soft_tissue_infection,skin soft tissue infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
abscess,abscess,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
chronic_wound,chronic wound,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
castleman_disease,castleman disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
renal_cell_carcinoma,renal cell carcinoma,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AA_AA27,SUPPORT
urine_sediment_result,urine sediment result,active_sediment_hematuria_or_leukocyturia,active sediment hematuria or leukocyturia,true,WB_AA_AA27,SUPPORT
mgus,Monoclonal gammopathy of undetermined significance,established_clonal_finding,established clonal finding,true,WB_AA_AA28,SUPPORT
mgus,Monoclonal gammopathy of undetermined significance,prior_known,prior known,true,WB_AA_AA28,SUPPORT
plasma_cell_dyscrasia,Plasma-cell dyscrasia / myeloma,established_clonal_finding,established clonal finding,true,WB_AA_AA28,SUPPORT
plasma_cell_dyscrasia,Plasma-cell dyscrasia / myeloma,prior_known,prior known,true,WB_AA_AA28,SUPPORT
monoclonal_study_result,monoclonal study result,established_clonal_finding,established clonal finding,true,WB_AA_AA28,SUPPORT
monoclonal_study_result,monoclonal study result,prior_known,prior known,true,WB_AA_AA28,SUPPORT
urine_protein_result,urine protein result,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA28,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA28,SUPPORT
renal_dysfunction,renal dysfunction,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA28,SUPPORT
clinical_history_assessment,clinical history assessment,assessment_complete,assessment complete,true,WB_AA_AA28,SUPPORT
clinical_history_assessment,clinical history assessment,unexplained_multisystem_presentation,unexplained multisystem presentation,true,WB_AA_AA28,SUPPORT
lumbar_stenosis,Lumbar spinal stenosis,documented_stenosis_indication,documented stenosis indication,true,WB_AA_AA29,SUPPORT
lumbar_decompression,lumbar decompression,documented_stenosis_indication,documented stenosis indication,true,WB_AA_AA29,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",spontaneous_or_trivial_trauma,spontaneous or trivial trauma,true,WB_AA_AA29,SUPPORT
hf_any,Heart failure (any),otherwise_unexplained,otherwise unexplained,true,WB_AA_AA29,SUPPORT
hfpef,Heart failure with preserved ejection fraction,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA29,SUPPORT
thick_walls,Unexplained left-ventricular wall thickness / LVH,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA29,SUPPORT
cardiomyopathy,cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA29,SUPPORT
conduction_disease,"AV block, bundle-branch block, or sinus-node disease",otherwise_unexplained,otherwise unexplained,true,WB_AA_AA29,SUPPORT
af,Atrial fibrillation or flutter,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA29,SUPPORT
clinical_history_assessment,clinical history assessment,assessment_complete,assessment complete,true,WB_AA_AA29,CONTEXT
clinical_history_assessment,clinical history assessment,orthopedic_history_precedes_cardiac,orthopedic history precedes cardiac,true,WB_AA_AA29,CONTEXT
urine_protein_result,urine protein result,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA30,SUPPORT
nephrotic_range_proteinuria,Nephrotic-range proteinuria,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA30,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA30,SUPPORT
renal_dysfunction,renal dysfunction,otherwise_unexplained,otherwise unexplained,true,WB_AA_AA30,SUPPORT
clinical_history_assessment,clinical history assessment,assessment_complete,assessment complete,true,WB_AA_AA30,CONTEXT
clinical_history_assessment,clinical history assessment,chronic_inflammatory_driver_assessed_absent,chronic inflammatory driver assessed absent,true,WB_AA_AA30,CONTEXT
cts_bilateral,Bilateral carpal tunnel syndrome,documented_years_before_cardiac,documented years before cardiac,true,WB_AL_AL22,SUPPORT
cts_bilateral,Bilateral carpal tunnel syndrome,precedes_linked_cardiac_presentation,precedes linked cardiac presentation,true,WB_AL_AL22,SUPPORT
cts_recurrent,Recurrent / revision carpal tunnel syndrome,documented_years_before_cardiac,documented years before cardiac,true,WB_AL_AL22,SUPPORT
cts_recurrent,Recurrent / revision carpal tunnel syndrome,precedes_linked_cardiac_presentation,precedes linked cardiac presentation,true,WB_AL_AL22,SUPPORT
hf_any,Heart failure (any),otherwise_unexplained,otherwise unexplained,true,WB_AL_AL22,SUPPORT
hfpef,Heart failure with preserved ejection fraction,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL22,SUPPORT
thick_walls,Unexplained left-ventricular wall thickness / LVH,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL22,SUPPORT
cardiomyopathy,cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL22,SUPPORT
conduction_disease,"AV block, bundle-branch block, or sinus-node disease",otherwise_unexplained,otherwise unexplained,true,WB_AL_AL22,SUPPORT
af,Atrial fibrillation or flutter,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL22,SUPPORT
lumbar_stenosis,Lumbar spinal stenosis,long_pre_cardiac_history,long pre cardiac history,true,WB_AL_AL23,SUPPORT
lumbar_decompression,lumbar decompression,documented_stenosis_indication,documented stenosis indication,true,WB_AL_AL23,SUPPORT
lumbar_decompression,lumbar decompression,long_pre_cardiac_history,long pre cardiac history,true,WB_AL_AL23,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",distal_site,distal site,true,WB_AL_AL23,SUPPORT
biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",long_pre_cardiac_history,long pre cardiac history,true,WB_AL_AL23,SUPPORT
cts_bilateral,Bilateral carpal tunnel syndrome,long_pre_cardiac_history,long pre cardiac history,true,WB_AL_AL23,SUPPORT
cts_recurrent,Recurrent / revision carpal tunnel syndrome,long_pre_cardiac_history,long pre cardiac history,true,WB_AL_AL23,SUPPORT
ctr_any,Carpal tunnel release procedure (any technique),long_pre_cardiac_history,long pre cardiac history,true,WB_AL_AL23,SUPPORT
trigger_finger,Trigger finger / stenosing tenosynovitis,long_pre_cardiac_history,long pre cardiac history,true,WB_AL_AL23,SUPPORT
trigger_release,trigger release,long_pre_cardiac_history,long pre cardiac history,true,WB_AL_AL23,SUPPORT
hf_any,Heart failure (any),otherwise_unexplained,otherwise unexplained,true,WB_AL_AL23,SUPPORT
hfpef,Heart failure with preserved ejection fraction,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL23,SUPPORT
thick_walls,Unexplained left-ventricular wall thickness / LVH,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL23,SUPPORT
cardiomyopathy,cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL23,SUPPORT
conduction_disease,"AV block, bundle-branch block, or sinus-node disease",otherwise_unexplained,otherwise unexplained,true,WB_AL_AL23,SUPPORT
af,Atrial fibrillation or flutter,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL23,SUPPORT
chronic_inflammatory_arthritis,Chronic inflammatory joint disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
fmf,Familial Mediterranean fever / periodic fever syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
autoinflammatory_syndrome,Other chronic autoinflammatory syndrome,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
ibd_inflammatory_driver,Inflammatory bowel disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
chronic_infection,Chronic or active infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
bronchiectasis,bronchiectasis,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
skin_soft_tissue_infection,skin soft tissue infection,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
abscess,abscess,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
chronic_wound,chronic wound,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
castleman_disease,castleman disease,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
renal_cell_carcinoma,renal cell carcinoma,established_chronic_inflammatory_driver,established chronic inflammatory driver,true,WB_AL_AL25,SUPPORT
urine_protein_result,urine protein result,abnormal,abnormal,true,WB_AL_AL25,SUPPORT
urine_protein_result,urine protein result,new,new,true,WB_AL_AL25,SUPPORT
urine_protein_result,urine protein result,persistent,persistent,true,WB_AL_AL25,SUPPORT
nephrotic_range_proteinuria,Nephrotic-range proteinuria,new,new,true,WB_AL_AL25,SUPPORT
nephrotic_range_proteinuria,Nephrotic-range proteinuria,persistent,persistent,true,WB_AL_AL25,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,new,new,true,WB_AL_AL25,SUPPORT
nephrotic_syndrome,Nephrotic syndrome,persistent,persistent,true,WB_AL_AL25,SUPPORT
hf_any,Heart failure (any),otherwise_unexplained,otherwise unexplained,true,WB_AL_AL30,SUPPORT
hfpef,Heart failure with preserved ejection fraction,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL30,SUPPORT
thick_walls,Unexplained left-ventricular wall thickness / LVH,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL30,SUPPORT
cardiomyopathy,cardiomyopathy,otherwise_unexplained,otherwise unexplained,true,WB_AL_AL30,SUPPORT
clinical_history_assessment,clinical history assessment,assessment_complete,assessment complete,true,WB_AL_AL30,CONTEXT
clinical_history_assessment,clinical history assessment,little_renal_gi_clonal_evidence,little renal gi clonal evidence,true,WB_AL_AL30,CONTEXT
age_at_observation,age at observation,documented_older_adult,documented older adult,true,WB_AL_AL30,CONTEXT
sfn,Small-fiber neuropathy,painful,painful,true,WB_AL_AL31,SUPPORT
polyneuropathy,Polyneuropathy / peripheral neuropathy,length_dependent,length dependent,true,WB_AL_AL31,SUPPORT
