code,meaning,warehouse_row_count,warehouse_patient_count,candidate_origins,amyloid_tier,amyloid_signal_categories,review_bucket,suggested_atom_ids,suggested_atom_names,suggestion_scores,audit_flags
E80.21,Acute intermittent (hepatic) porphyria,152,6,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
H04.541,Stenosis of right lacrimal canaliculi,24,6,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
H04.559,Acquired stenosis of unspecified nasolacrimal duct,13,6,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.542,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery,17,6,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I97.130,Postprocedural heart failure following cardiac surgery,38,6,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | orthopedic_to_cardiac_trajectory,Heart failure | Long orthopedic prodrome followed years later by cardiac disease,"hf_any:7.0(phrase;tokens=failure,heart) | orthopedic_to_cardiac_trajectory:3.0(tokens=cardiac,failure,follow,heart,surgery)",
M48.03,"Spinal stenosis, cervicothoracic region",24,6,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals | Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,"lumbar_stenosis:4.0(same_icd_category;tokens=spinal,stenosi)",
N02.0,Recurrent and persistent hematuria with minor glomerular abnormality,47,6,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N14.0,Analgesic nephropathy,20,6,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
B16.1,Acute hepatitis B with delta-agent without hepatic coma,34,5,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.219,Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery,27,5,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
K71.0,Toxic liver disease with cholestasis,20,5,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
K71.7,Toxic liver disease with fibrosis and cirrhosis of liver,113,5,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
K72.11,Chronic hepatic failure with coma,192,5,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
K76.5,Hepatic veno-occlusive disease,543,5,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M47.813,"Spondylosis without myelopathy or radiculopathy, cervicothoracic region",34,5,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M51.14,"Intervertebral disc disorders with radiculopathy, thoracic region",66,5,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M99.71,Connective tissue and disc stenosis of intervertebral foramina of cervical region,16,5,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
H47.019,"Ischemic optic neuropathy, unspecified eye",14,4,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
H61.309,"Acquired stenosis of external ear canal, unspecified, unspecified ear",13,4,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.529,Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery,16,4,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M47.25,"Other spondylosis with radiculopathy, thoracolumbar region",21,4,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M48.08,"Spinal stenosis, sacral and sacrococcygeal region",11,4,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals | Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,"lumbar_stenosis:4.0(same_icd_category;tokens=spinal,stenosi)",
M83.2,Adult osteomalacia due to malabsorption,5,4,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M99.53,Intervertebral disc stenosis of neural canal of lumbar region,10,4,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,"lumbar_stenosis:3.0(tokens=canal,lumbar,stenosi)",
T82.858S,"Stenosis of other vascular prosthetic devices, implants and grafts, sequela",20,4,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
A52.15,Late syphilitic neuropathy,28,3,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
B16.0,Acute hepatitis B with delta-agent with hepatic coma,6,3,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
D36.16,Benign neoplasm of peripheral nerves and autonomic nervous system of pelvis,15,3,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,dysautonomia,Autonomic dysfunction / dysautonomia,"dysautonomia:3.0(tokens=autonomic,nervou,system)",
G13.0,Paraneoplastic neuromyopathy and neuropathy,12,3,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
G44.091,"Other trigeminal autonomic cephalgias (TAC), intractable",11,3,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
G59,Mononeuropathy in diseases classified elsewhere,17,3,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
H04.542,Stenosis of left lacrimal canaliculi,21,3,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I31.31,Malignant pericardial effusion in diseases classified elsewhere,3,3,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,pericardial_effusion,Pericardial effusion,"pericardial_effusion:9.0(phrase;same_icd_category;tokens=effusion,pericardial)",
I36.0,Nonrheumatic tricuspid (valve) stenosis,22,3,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.213,Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries,4,3,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.533,Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries,12,3,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I66.03,Occlusion and stenosis of bilateral middle cerebral arteries,4,3,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I66.22,Occlusion and stenosis of left posterior cerebral artery,15,3,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I66.3,Occlusion and stenosis of cerebellar arteries,28,3,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
K31.2,Hourglass stricture and stenosis of stomach,47,3,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,delayed_gastric_emptying | gastroparesis,Gastroparesis / delayed gastric emptying | delayed gastric emptying,delayed_gastric_emptying:3.0(same_icd_category;tokens=stomach) | gastroparesis:3.0(same_icd_category;tokens=stomach),
K74.1,Hepatic sclerosis,15,3,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M35.04,Sjogren syndrome with tubulo-interstitial nephropathy,22,3,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=sjogren),
M50.11,"Cervical disc disorder with radiculopathy, high cervical region",4,3,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M54.11,"Radiculopathy, occipito-atlanto-axial region",29,3,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M99.51,Intervertebral disc stenosis of neural canal of cervical region,5,3,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
N03.3,Chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,2897,3,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N05.7,Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis,69,3,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N14.11,Contrast-induced nephropathy,5,3,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N14.2,"Nephropathy induced by unspecified drug, medicament or biological substance",23,3,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
S46.009D,"Unspecified injury of muscle(s) and tendon(s) of the rotator cuff of unspecified shoulder, subsequent encounter",160,3,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
S46.019A,"Strain of muscle(s) and tendon(s) of the rotator cuff of unspecified shoulder, initial encounter",21,3,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
T82.855A,"Stenosis of coronary artery stent, initial encounter",21,3,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
B17.11,Acute hepatitis C with hepatic coma,62,2,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
G58.0,Intercostal neuropathy,7,2,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
H04.543,Stenosis of bilateral lacrimal canaliculi,7,2,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
H04.562,Stenosis of left lacrimal punctum,24,2,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
H46.3,Toxic optic neuropathy,3,2,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.513,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries,3,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.549,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,77,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I66.09,Occlusion and stenosis of unspecified middle cerebral artery,46,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I66.21,Occlusion and stenosis of right posterior cerebral artery,3,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I66.29,Occlusion and stenosis of unspecified posterior cerebral artery,14,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
J95.5,Postprocedural subglottic stenosis,8,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
K74.2,Hepatic fibrosis with hepatic sclerosis,2,2,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M99.31,Osseous stenosis of neural canal of cervical region,3,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M99.72,Connective tissue and disc stenosis of intervertebral foramina of thoracic region,15,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
N01.4,Rapidly progressive nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,24,2,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N02.1,Recurrent and persistent hematuria with focal and segmental glomerular lesions,12,2,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N05.3,Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,36,2,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N06.1,Isolated proteinuria with focal and segmental glomerular lesions,5,2,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N08,Glomerular disorders in diseases classified elsewhere,7,2,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
R80.3,Bence Jones proteinuria,34,2,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,persistent_proteinuria | progressive_proteinuria,Persistent proteinuria | Progressive proteinuria,persistent_proteinuria:3.0(same_icd_category;tokens=proteinuria) | progressive_proteinuria:3.0(same_icd_category;tokens=proteinuria),
S43.422S,"Sprain of left rotator cuff capsule, sequela",2,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
S46.001S,"Unspecified injury of muscle(s) and tendon(s) of the rotator cuff of right shoulder, sequela",3,2,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
S46.009S,"Unspecified injury of muscle(s) and tendon(s) of the rotator cuff of unspecified shoulder, sequela",3,2,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
S46.019D,"Strain of muscle(s) and tendon(s) of the rotator cuff of unspecified shoulder, subsequent encounter",4,2,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
S46.091A,"Other injury of muscle(s) and tendon(s) of the rotator cuff of right shoulder, initial encounter",4,2,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
S46.092A,"Other injury of muscle(s) and tendon(s) of the rotator cuff of left shoulder, initial encounter",2,2,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
T44.904A,"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, undetermined, initial encounter",5,2,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,dysautonomia,Autonomic dysfunction / dysautonomia,"dysautonomia:3.0(tokens=autonomic,nervou,system)",
T82.857S,"Stenosis of other cardiac prosthetic devices, implants and grafts, sequela",2,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
T85.858D,"Stenosis due to other internal prosthetic devices, implants and grafts, subsequent encounter",9,2,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
B16.2,Acute hepatitis B without delta-agent with hepatic coma,22,1,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
C47.0,"Malignant neoplasm of peripheral nerves of head, face and neck",1,1,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
C47.3,Malignant neoplasm of peripheral nerves of thorax,6,1,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
C47.4,Malignant neoplasm of peripheral nerves of abdomen,8,1,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
D73.2,Chronic congestive splenomegaly,17,1,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
H04.561,Stenosis of right lacrimal punctum,12,1,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
H46.2,Nutritional optic neuropathy,1,1,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
H61.311,Acquired stenosis of right external ear canal secondary to trauma,5,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
H95.811,Postprocedural stenosis of right external ear canal,1,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I07.2,Rheumatic tricuspid stenosis and insufficiency,2,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I09.81,Rheumatic heart failure,1,1,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any,Heart failure,"hf_any:7.0(phrase;tokens=failure,heart)",
I63.523,Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries,2,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.543,Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries,4,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I66.12,Occlusion and stenosis of left anterior cerebral artery,3,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
K71.2,Toxic liver disease with acute hepatitis,1,1,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
K71.51,Toxic liver disease with chronic active hepatitis with ascites,2,1,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M34.83,Systemic sclerosis with polyneuropathy,1,1,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M47.811,"Spondylosis without myelopathy or radiculopathy, occipito-atlanto-axial region",1,1,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M99.21,Subluxation stenosis of neural canal of cervical region,3,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M99.33,Osseous stenosis of neural canal of lumbar region,1,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,"lumbar_stenosis:3.0(tokens=canal,lumbar,stenosi)",
M99.52,Intervertebral disc stenosis of neural canal of thoracic region,8,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M99.59,Intervertebral disc stenosis of neural canal of abdomen and other regions,7,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M99.63,Osseous and subluxation stenosis of intervertebral foramina of lumbar region,1,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
N00.2,Acute nephritic syndrome with diffuse membranous glomerulonephritis,4,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N00.7,Acute nephritic syndrome with diffuse crescentic glomerulonephritis,53,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N01.7,Rapidly progressive nephritic syndrome with diffuse crescentic glomerulonephritis,6,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N02.7,Recurrent and persistent hematuria with diffuse crescentic glomerulonephritis,1,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N03.A,Chronic nephritic syndrome with C3 glomerulonephritis,1,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N05.A,Unspecified nephritic syndrome with C3 glomerulonephritis,4,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N06.20,"Isolated proteinuria with diffuse membranous glomerulonephritis, unspecified",6,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N06.21,Primary membranous nephropathy with isolated proteinuria,11,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N06.22,Secondary membranous nephropathy with isolated proteinuria,3,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N06.6,Isolated proteinuria with dense deposit disease,1,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N06.7,Isolated proteinuria with diffuse crescentic glomerulonephritis,2,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N07.0,"Hereditary nephropathy, not elsewhere classified with minor glomerular abnormality",8,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N07.3,"Hereditary nephropathy, not elsewhere classified with diffuse mesangial proliferative glomerulonephritis",48,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N07.6,"Hereditary nephropathy, not elsewhere classified with dense deposit disease",6,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N07.9,"Hereditary nephropathy, not elsewhere classified with unspecified morphologic lesions",38,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N13.721,"Vesicoureteral-reflux with reflux nephropathy without hydroureter, unilateral",7,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N13.722,"Vesicoureteral-reflux with reflux nephropathy without hydroureter, bilateral",8,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N13.739,"Vesicoureteral-reflux with reflux nephropathy with hydroureter, unspecified",7,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N14.4,"Toxic nephropathy, not elsewhere classified",6,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N99.524,Stenosis of incontinent stoma of urinary tract,6,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
O03.82,Renal failure following complete or unspecified spontaneous abortion,56,1,SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,kidney_failure,Kidney failure / end-stage renal disease,"kidney_failure:7.0(phrase;tokens=failure,renal)",
O12.15,"Gestational proteinuria, complicating the puerperium",3,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
